Name,URL,Location,Score,Reviews,Main Categories,Average Response Time,On time Delivery Rate,Total Orders so far,Total Order Amount,Services,Quality Control,Certificates,Floor Space,Annual Export Revenue (USD),Production Lines,Total Annual Output (Units),Production Machines,Quality Control on All Lines,QA/QC Inspectors,Main Markets,Main Client Types,Customization Options,New Products Launched Last Year,R&D Engineers
"Haorui Industry Co., Ltd.",,"Jiangxi, China ",5.0,8 reviews,≤7h,100.0%,29 orders,"US $10,000+",-1,,,8908,1704000,3,-1,-1,Yes,1,"Domestic Market(50%), Southeast Asia(20%), Eastern Asia(20%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",10,2
"Shaoxing Dingqiao Textile Co., Ltd.",,"Zhejiang, China ",5.0,6 reviews,≤4h,100.0%,14 orders,"US $1,600,000+",-1,,,2110,17743626,-1,18000,-1,Yes,13,"South America(35%), Africa(25%), Domestic Market(15%)",,"Retailer, Wholesaler, Brand business, Manufacturer",no,-1,0
"Changzhou Baixing Trading Co., Ltd.",,"Jiangsu, China ",4.9,12 reviews,≤2h,100.0%,38 orders,"US $10,000+",-1,,,30300,-1,-1,-1,-1,Yes,5,"Southeast Asia(30%), Mid East(20%), North America(10%)",,-1,"graphic processing, customized on demand, sample processing, graphic processing, sample processing, customized on demand",-1,-1
"Changxing Hongli Import And Export Co., Ltd.",,"Zhejiang, China ",-1,-1,≤10h,100.0%,- orders,-1,-1,,,33120,-1,7,-1,562,Yes,4,-1,,"Retailer, Wholesaler, Brand business, Manufacturer","no, sample processing, graphic processing, customized on demand",15,1
"Suzhou Hongzhikun Textile Technology Co., Ltd.",,"Jiangsu, China ",-1,-1,≤12h,100.0%,6 orders,US $900+,-1,,,3000,-1,3,120,9,Yes,1,"Domestic Market(60%), North America(10%), Eastern Asia(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",52,0
"Shaoxing Keqiao Changfa Textile Co., Ltd.",,"Zhejiang, China ",5.0,1 reviews,≤3h,100.0%,45 orders,"US $40,000+",-1,,,1783,-1,3,330500000,17,Yes,1,"North America(20%), Domestic Market(20%), South America(15%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",100,8
"Changzhou Kingcason Printing & Dyeing Co., Ltd.",,"Jiangsu, China ",4.9,12 reviews,≤2h,95.2%,- orders,-1,-1,,,37000,10894466,12,-1,31,Yes,10,"Domestic Market(40%), North America(15%), Eastern Europe(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, no",50,10
"Haining Qianmo Textile Co., Ltd.",,"Zhejiang, China ",5.0,1 reviews,≤5h,88.9%,26 orders,"US $2,000+",-1,,,8900,2891230,-1,-1,-1,Yes,2,"Mid East(40%), Domestic Market(30%), Africa(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, customized on demand, graphic processing, sample processing, graphic processing, customized on demand",-1,-1
"Cixi Hong Yuan Feather Products Co., Ltd.",,"Zhejiang, China ",4.9,45 reviews,≤7h,97.6%,78 orders,"US $200,000+",-1,,,21014,4093215,2,-1,30,Yes,4,"North America(30%), South America(17%), Oceania(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",10,2
"Tongxiang Bojay Trade Co., Ltd.",,"Zhejiang, China ",4.5,18 reviews,≤8h,100.0%,78 orders,"US $180,000+",-1,,,4490,-1,6,-1,6,Yes,1,"North America(30%), Western Europe(15%), South America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",300,3
"Feicheng Hengfeng Plastic Co., Ltd.",,"Shandong, China ",5.0,1 reviews,≤7h,100.0%,2 orders,"US $10,000+",-1,,,11751,-1,7,12100000,86,Yes,4,"Domestic Market(44%), Eastern Asia(22%), Mid East(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",9,3
"Quanzhou Xinxian Textile Technology Co.,Ltd",,"Fujian, China ",5.0,17 reviews,≤2h,96.9%,215 orders,"US $160,000+",-1,,,2500,-1,3,-1,60,Yes,3,"North America(35%), Southeast Asia(20%), Western Europe(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",500,4
"Hangzhou Chengxi Network Technology Co., Ltd.",,"Zhejiang, China ",4.9,19 reviews,≤2h,98.6%,- orders,-1,-1,,,6051,-1,2,-1,35,Yes,7,"North America(20%), Africa(10%), Eastern Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, sample processing, graphic processing, customized on demand",30,4
"Shishi Yiming Dyeing And Weaving Co., Ltd.",,"Fujian, China ",4.8,6 reviews,≤7h,100.0%,33 orders,"US $530,000+",-1,,,183172,1498570,20,-1,700,Yes,53,"Domestic Market(80%), South America(8%), South Asia(5%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, customized on demand, sample processing",27,8
Tongxiang Tenghui Textile Ltd.,,"Zhejiang, China ",5.0,11 reviews,≤4h,100.0%,12 orders,"US $30,000+",-1,,,16749,1708456,2,-1,16,Yes,2,"Western Europe(20%), North America(15%), South America(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",300,1
"Jiangsu Tongxiang Import And Export Co., Ltd.",,"Jiangsu, China ",-1,-1,≤2h,100.0%,- orders,-1,-1,,,10531,-1,7,-1,48,Yes,6,"Domestic Market(40%), Southeast Asia(30%), South America(20%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","customized on demand, light customization, sample processing, graphic processing, customized on demand",-1,5
"Suzhou Ronson Textile Science And Technology Development Co., Ltd.",,"Jiangsu, China ",4.9,96 reviews,≤2h,99.5%,472 orders,"US $440,000+",-1,,,6000,4009883,-1,-1,-1,Yes,5,"Domestic Market(40%), North America(20%), Eastern Europe(15%)",,"Retailer, Wholesaler, Brand business","light customization, sample processing, graphic processing, customized on demand, no",3,1
"Shaoxing Keqiao Esse Textile Co., Ltd.",,"Zhejiang, China ",5.0,1 reviews,≤8h,100.0%,7 orders,"US $730,000+",-1,,,20000,94946256,2,-1,25,Yes,12,"South America(44%), Southeast Asia(11%), Eastern Europe(7%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,10
"Jiangsu Johnin Textile Co., Ltd.",,"Jiangsu, China ",5.0,3 reviews,≤6h,100.0%,15 orders,"US $10,000+",-1,,,45382,-1,3,120000000,3800,Yes,20,"South America(30%), Africa(20%), Eastern Europe(20%)",,-1,"light customization, sample processing, graphic processing",335,1
Shenzhen Minet Crafts And Gifts Limited,,"Guangdong, China ",4.9,183 reviews,≤3h,97.7%,957 orders,"US $750,000+",-1,,,1000,-1,-1,-1,-1,Yes,-1,"North America(26%), Western Europe(20%), Oceania(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",500,2
"Tongxiang Run & Fun Textiles Co., Ltd.",,"Zhejiang, China ",5.0,2 reviews,≤8h,60.0%,3 orders,"US $20,000+",-1,,,2600,-1,1,10000000,13,Yes,14,"Eastern Europe(32%), Mid East(30%), Western Europe(20%)",,"Retailer, Wholesaler, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",180,0
"Zouping Beautex Co., Ltd.",,"Shandong, China ",4.8,9 reviews,≤5h,100.0%,26 orders,"US $10,000+",-1,,,2000,-1,3,2320000,23,Yes,7,"North America(20%), Domestic Market(20%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",60,4
"Shishi Flying Wheel Thread Co., Ltd.",,"Fujian, China ",5.0,12 reviews,≤7h,100.0%,56 orders,"US $50,000+",-1,,,14000,500000,1,1360,244,Yes,5,"Domestic Market(90%), North America(3%), Eastern Europe(2%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",20,2
"Wujiang Pengnuo Textile Co., Ltd.",,"Jiangsu, China ",5.0,26 reviews,≤4h,91.4%,62 orders,"US $340,000+",-1,,,4398,12752126,-1,-1,13,Yes,16,"South Asia(38%), North America(16%), Western Europe(16%)",,"Retailer, Wholesaler, For private use, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand",20,2
"Changshu Lifeng Linen&cotton Weaving Co., Ltd.",,"Jiangsu, China ",4.7,19 reviews,≤9h,95.5%,110 orders,"US $260,000+",-1,,,19358,1715000,2,740000,38,Yes,3,"Domestic Market(30%), North America(20%), Oceania(20%)",,"Retailer, Engineer, Manufacturer","light customization, sample processing, graphic processing",50,1
"Shaoxing City Kahn Trade Co., Ltd.",,"Zhejiang, China ",4.8,92 reviews,≤4h,99.3%,- orders,-1,-1,,,1500,7477710,-1,-1,11,Yes,9,"North America(60%), Mid East(10%), Eastern Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",530,8
"Yingfeng Textile (Nanjing) Co., Ltd.",,"Jiangsu, China ",3.6,7 reviews,≤10h,95.2%,134 orders,"US $270,000+",-1,,,1100,-1,1,-1,5,Yes,1,"Domestic Market(31%), North America(20%), Southeast Asia(14%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","customized on demand, light customization, sample processing, graphic processing, light customization, sample processing, graphic processing, customized on demand",120,1
"Haining Anjie Composite Material Co., Ltd.",,"Zhejiang, China ",4.9,41 reviews,≤5h,96.1%,131 orders,"US $340,000+",-1,,,18529,2245735,92,-1,92,Yes,5,"Southeast Asia(45%), North America(20%), Eastern Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",50,4
Guangzhou City Huadu District Yihong Leather Product Factory,,"Guangdong, China ",4.7,8 reviews,≤4h,100.0%,55 orders,"US $10,000+",-1,,,2200,-1,2,1100000,7,Yes,2,"Domestic Market(40%), North America(10%), Southeast Asia(10%)",,-1,"graphic processing, customized on demand, sample processing, no",480,1
"Shanghai Asienen Export And Import Co., Ltd.",,"Shanghai, China ",5.0,1 reviews,≤15h,86.7%,34 orders,"US $60,000+",-1,,,12201,-1,2,-1,4,Yes,2,-1,,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",7,1
"Yixing Zhongfu Carbon Fiber Products Co., Ltd.",,"Jiangsu, China ",4.9,75 reviews,≤2h,100.0%,201 orders,"US $140,000+",-1,,,2500,526445,5,-1,31,Yes,1,-1,,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing",-1,1
"Shenzhen City Shenwei Gold Thread Decoration Co., Ltd.",,"Guangdong, China ",4.8,64 reviews,≤3h,97.3%,297 orders,"US $120,000+",-1,,,1600,-1,2,-1,15,Yes,1,"North America(40%), Western Europe(20%), Domestic Market(15%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",500,1
"Zhejiang Lizabella Textile And Garment Co., Ltd.",,"Zhejiang, China ",5.0,1 reviews,≤8h,100.0%,3 orders,"US $220,000+",-1,,,70162,-1,5,16500,220,Yes,15,"Africa(30%), South America(25%), North America(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, no",500,14
"Shaoxing Keqiao Zhehui Import And Export Co., Ltd.",,"Zhejiang, China ",5.0,2 reviews,≤7h,83.3%,- orders,-1,-1,,,464,4582803,2,-1,3,Yes,4,"South America(30%), Mid East(30%), Western Europe(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",10001,4
"Zhejiang Zucchi Home Textile Co., Ltd.",,"Zhejiang, China ",4.7,24 reviews,≤3h,100.0%,147 orders,"US $260,000+",-1,,,1200,1504074,6,-1,41,Yes,2,"North America(82%), Domestic Market(5%), Western Europe(2%)",,"Retailer, Engineer, Wholesaler, For private use, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,1
"Shanghai Unisign Industrial Material Co., Ltd.",,"Shanghai, China ",4.9,25 reviews,≤6h,95.2%,- orders,-1,-1,,,1684,48000000,6,2000000,40,Yes,5,"Mid East(20%), South America(15%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",140,5
"Shenzhen Wanyang Technology Co., Ltd.",,"Guangdong, China ",4.9,6 reviews,≤8h,100.0%,- orders,-1,-1,,,1200,-1,-1,-1,-1,Yes,1,"Africa(25%), Eastern Europe(20%), Southern Europe(20%)",,"Retailer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",2,4
"Wenzhou Meishijie Household Products Co., Ltd.",,"Zhejiang, China ",4.4,22 reviews,≤2h,100.0%,79 orders,"US $30,000+",-1,,,5386,-1,-1,-1,-1,Yes,3,"Eastern Asia(50%), South America(25%), Western Europe(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,2
"Zhejiang Chengda Industrial Group Co., Ltd.",,"Zhejiang, China ",4.8,3 reviews,≤6h,71.4%,18 orders,"US $10,000+",-1,,,9011,-1,15,59000000,350,Yes,5,"Mid East(40%), Eastern Europe(30%), Domestic Market(20%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",45,3
"Huzhou Dhatr New Packing Material Co., Ltd.",,"Zhejiang, China ",-1,-1,≤3h,100.0%,- orders,-1,-1,,,20000,-1,3,17000,82,Yes,9,"North America(50%), Western Europe(50%)",,-1,no,50,-1
"Jiangyin W.T Thermal Insulation Material Co., Ltd",,"Jiangsu, China ",4.0,1 reviews,≤6h,100.0%,15 orders,"US $1,800,000+",-1,,,25000,-1,6,-1,35,Yes,4,"Domestic Market(77%), North America(4%), Mid East(4%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",40,4
"Shan County Super Rich New Energy Vehicle Co., Ltd.",,"Shandong, China ",4.8,12 reviews,≤2h,100.0%,- orders,-1,-1,,,8000,-1,2,-1,37,Yes,4,"Southeast Asia(30%), South America(20%), Africa(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",2,5
"Changzhou Valtinsu Technology Co., Ltd.",,"Jiangsu, China ",4.0,131 reviews,≤4h,96.8%,401 orders,"US $560,000+",-1,,,10000,-1,3,-1,21,Yes,2,"Eastern Europe(45%), North America(44%), Western Europe(6%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",3,4
"Jiangsu Sinski Vehicle Science & Technology Co., Ltd.",,"Jiangsu, China ",3.8,12 reviews,≤4h,100.0%,- orders,-1,-1,,,45371,-1,3,-1,-1,Yes,15,"Domestic Market(50%), North America(10%), Southeast Asia(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand",30,12
"Shandong Great New Energy Electric Vehicle Co., Ltd",,"Shandong, China ",4.9,10 reviews,≤4h,100.0%,- orders,-1,-1,,,3500,-1,4,-1,4,Yes,2,"Domestic Market(50%), South America(20%), Southeast Asia(11%)",,"Retailer, Engineer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand",5,1
Gongyi City Fangrui Machinery Factory,,"Henan, China ",4.6,17 reviews,≤5h,100.0%,18 orders,"US $20,000+",-1,,,8900,-1,5,345,47,Yes,3,"Domestic Market(30%), Mid East(20%), Southeast Asia(15%)",,"Retailer, Engineer, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",44,4
"Liangshan Changhong Special Purpose Vehicle Manufacturing Co., Ltd.",,"Shandong, China ",-1,-1,≤5h,100.0%,- orders,-1,-1,,,47336,-1,-1,-1,-1,Yes,6,"Africa(40%), Domestic Market(26%), Southeast Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",50,10
"Chongqing Cybertron Network Technology Co., Ltd.",,"Chongqing, China ",-1,-1,≤3h,100.0%,- orders,-1,-1,,,7148,-1,6,10200000,60,Yes,29,"Mid East(50%), Africa(30%), Eastern Europe(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",200,30
